Codigo,Nombre,CodigoEstado,CodigoTipo,Tipo,TipoMoneda,TieneItems,PromedioCalificacion,CantidadEvaluacion,OrdenDescuentos,OrdenCargos,OrdenTotalNeto,OrdenPorcentajeIva,OrdenImpuestos,OrdenTotal,FechaCreacion,FechaEnvio,FechaAceptacion,FechaCancelacion,FechaUltimaModificacion,CantidadItems,Producto,Cantidad,PrecioNeto,ItemTotalCargos,ItemTotalDescuentos,ItemTotalImpuestos,ItemTotal
1057417-11992-AG26,SG PMT AG NAP MANT SISTEMA DE LLAMADO DE PACIENTES OFTALMOLOGÍA SOL. ADQ. N°423.349,6,13,AG,CLP,1,0.0,0,0.0,0.0,4663866.0,19.0,886135.0,5550001.0,2026-05-12T09:59:44.877,2026-05-22T12:56:38.99,2026-05-23T00:07:09.7,,2026-05-19T09:54:00,1,Servicios Audio Visuales,1.0,4663866.0,0.0,0.0,0.0,0.0
1057439-3489-TD26,Orden de Compra generada por Trato Directo ID 1057439-564-FTD26,6,16,TD,CLP,1,0.0,0,0.0,0.0,318667.0,15.25,57341.0,376008.0,2026-05-19T08:42:10,2026-05-19T09:56:26.177,2026-05-23T02:08:16.85,,2026-05-19T08:46:00,1,Personal médico,1.0,318667.0,0.0,0.0,0.0,0.0
1075963-6799-AG26,Orden de Compra generada por invitación a compra ágil: 1075963-746-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,5867330.0,19.0,1114793.0,6982123.0,2026-05-22T10:50:55.107,2026-05-22T14:06:33.28,2026-05-23T03:43:23.95,,2026-05-22T11:07:00,1,Proyectos de equipamiento de oficinas,1.0,5867330.0,0.0,0.0,0.0,0.0
1113403-57-SE26,SERVICIOS PROFESIONALES EVALUACIONES MEDICAS PIE - 2026,6,8,SE,CLP,1,0.0,0,0.0,0.0,31129000.0,0.0,0.0,31129000.0,2026-04-09T17:48:00.62,2026-05-22T17:13:20.79,2026-05-23T00:58:50.71,,2026-05-22T13:54:00,2,Servicios de consulta médica,1891.0,9000.0,0.0,0.0,0.0,17019000.0
1113403-57-SE26,SERVICIOS PROFESIONALES EVALUACIONES MEDICAS PIE - 2026,6,8,SE,CLP,1,0.0,0,0.0,0.0,31129000.0,0.0,0.0,31129000.0,2026-04-09T17:48:00.62,2026-05-22T17:13:20.79,2026-05-23T00:58:50.71,,2026-05-22T13:54:00,2,Servicios de consulta médica,415.0,34000.0,0.0,0.0,0.0,14110000.0
1202511-188-SE26,SERVICIO DE CAMION ALJIBE COMUNA DE TEMUCO PERIODO ABRIL 2026 CAMION PATENTE JJDH-85 DESDE LICITACION 1202511-10-LE25,6,8,SE,CLP,1,0.0,0,0.0,0.0,3949580.0,19.0,750420.0,4700000.0,2026-05-15T13:53:56.497,2026-05-22T12:01:42.1,2026-05-23T00:08:04.13,,2026-05-15T13:55:00,1,Aljibes,1.0,3949580.0,0.0,0.0,0.0,3949580.0
1202511-255-SE26,SERVICIO DE CAMION ALJIBE COMUNA DE CARAHUE PERIODO ABRIL 2026 CAMION PATENTE TJCW-69 DESDE LICITACION 1202511-10-LE25,6,8,SE,CLP,1,0.0,0,0.0,0.0,4033613.0,19.0,766387.0,4800000.0,2026-05-18T08:18:59.173,2026-05-22T14:04:14.73,2026-05-23T00:31:00.61,,2026-05-18T08:20:00,1,Aljibes,1.0,4033613.44537,0.0,0.0,0.0,4033613.44537
1202511-256-SE26,SERVICIO DE CAMION ALJIBE COMUNA DE CARAHUE PERIODO ABRIL 2026 CAMION PATENTE VJVF-58 DESDE LICITACION 1202511-10-LE25,6,8,SE,CLP,1,0.0,0,0.0,0.0,4033613.0,19.0,766387.0,4800000.0,2026-05-18T08:20:54.597,2026-05-22T14:04:01.203,2026-05-23T00:31:58.743,,2026-05-18T08:22:00,1,Aljibes,1.0,4033613.44537,0.0,0.0,0.0,4033613.44537
1202511-261-SE26,SERVICIO DE CAMION ALJIBE COMUNA DE NVA. IMPERIAL PERIODO ABRIL 2026 CAMION PATENTE RJTX-89 DESDE LICITACION 1202511-10-LE25 ,6,8,SE,CLP,1,0.0,0,0.0,0.0,3865546.0,19.0,734454.0,4600000.0,2026-05-18T08:32:21.937,2026-05-22T14:03:23.17,2026-05-23T00:32:34.95,,2026-05-18T08:36:00,1,Aljibes,1.0,3865546.0,0.0,0.0,0.0,3865546.0
1218393-178-AG26,Olla parafina y parafina de manos para terapia de mano Prog. Rehabilitación CEV 1218393-66-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,140000.0,19.0,26600.0,166600.0,2026-05-20T10:02:30.237,2026-05-20T11:06:35.883,2026-05-23T00:15:35.2,,2026-05-20T11:11:00,2,Baños terapéuticos de parafina o accesorios,1.0,60000.0,0.0,0.0,0.0,0.0
1218393-178-AG26,Olla parafina y parafina de manos para terapia de mano Prog. Rehabilitación CEV 1218393-66-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,140000.0,19.0,26600.0,166600.0,2026-05-20T10:02:30.237,2026-05-20T11:06:35.883,2026-05-23T00:15:35.2,,2026-05-20T11:11:00,2,Parafinas,20.0,4000.0,0.0,0.0,0.0,0.0
1248771-14-AG26,Orden de Compra generada por invitación a compra ágil: 1248771-3-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,1050444.0,19.0,199584.0,1250028.0,2026-04-27T10:01:38.303,2026-05-22T17:32:21.293,2026-05-23T00:37:53.163,,2026-05-22T17:29:00,1,Marcadores deportivos,1.0,1050444.0,0.0,0.0,0.0,0.0
