Codigo,Nombre,CodigoEstado,CodigoTipo,Tipo,TipoMoneda,TieneItems,PromedioCalificacion,CantidadEvaluacion,OrdenDescuentos,OrdenCargos,OrdenTotalNeto,OrdenPorcentajeIva,OrdenImpuestos,OrdenTotal,FechaCreacion,FechaEnvio,FechaAceptacion,FechaCancelacion,FechaUltimaModificacion,CantidadItems,Producto,Cantidad,PrecioNeto,ItemTotalCargos,ItemTotalDescuentos,ItemTotalImpuestos,ItemTotal
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Papel higiénico,400.0,550.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Servilletas de papel,50.0,420.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Toallas de papel,36.0,1690.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Toallas de papel,10.0,7990.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Bolsas de basura,30.0,650.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Guantes quirúrgicos,5.0,3390.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Mascarillas de oxígeno médicas o piezas,5.0,1500.0,0.0,0.0,0.0,0.0
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12,13,AG,CLP,1,0.0,0,0.0,0.0,535690.0,19.0,101781.0,637471.0,2026-05-06T11:05:29.52,2026-05-11T08:38:15.15,2026-05-12T13:41:55.633,,2026-05-09T17:55:00,8,Guantes protectores,2.0,55000.0,0.0,0.0,0.0,0.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6,9,CM,CLP,1,4.0,270,0.0,71307.0,599319.0,19.0,0.0,670626.0,2026-05-18T08:03:15.543,2026-05-18T08:16:56.987,2026-05-18T08:16:57.08,,2026-05-18T08:16:00,9,PASAJE AÉREO NACIONAL,1.0,66591.0,0.0,0.0,0.0,66591.0
