Codigo,Nombre,CodigoEstado,CodigoTipo,Tipo,TipoMoneda,TieneItems,PromedioCalificacion,CantidadEvaluacion,OrdenDescuentos,OrdenCargos,OrdenTotalNeto,OrdenPorcentajeIva,OrdenImpuestos,OrdenTotal,FechaCreacion,FechaEnvio,FechaAceptacion,FechaCancelacion,FechaUltimaModificacion,CantidadItems,Producto,Cantidad,PrecioNeto,ItemTotalCargos,ItemTotalDescuentos,ItemTotalImpuestos,ItemTotal
1002772-5973-AG26,"ALGINATO CALCIO 10 X 10 CM ID:1002772-1186-COT26 (AG,MEDI 6B,CIRINF,2204005003,MTM)",6,13,AG,CLP,1,0.0,0,0.0,0.0,59200.0,19.0,11248.0,70448.0,2026-04-28T11:04:05.747,2026-04-28T14:42:24,2026-04-30T06:35:17.7,,2026-04-28T11:10:00,1,Alginato de calcio para el empaque de heridas,80.0,740.0,0.0,0.0,0.0,0.0
1002772-5983-AG26,"LUGOL 5% 100 CC,ID 1002772-1163-COT26,(AG,PARTO-PABELLON Y PREPARTO,2204003002,MMC)",6,13,AG,CLP,1,4.7,4,0.0,0.0,60000.0,19.0,11400.0,71400.0,2026-04-28T12:00:58.873,2026-04-29T11:17:39.853,2026-04-30T08:14:10.373,,2026-04-28T12:09:00,1,Reactivos o soluciones químicos,4.0,15000.0,0.0,0.0,0.0,0.0
1020-110-SE26,PASAJE AÉREO - DESTINO TEMUCO,6,8,SE,CLP,1,4.909090909090909,11,0.0,0.0,409352.0,0.0,0.0,409352.0,2026-04-21T16:26:27.717,2026-04-21T16:52:18.883,2026-04-30T07:23:49.417,,2026-04-21T16:28:00,1,"Viajes en aviones comerciales, pasajes aéreos",1.0,409352.0,0.0,0.0,0.0,409352.0
1028-99-SE26,ORDEN DE COMPRA DESDE 1028-12-LP26,6,8,SE,CLP,1,0.0,0,0.0,0.0,127310924.0,19.0,24189076.0,151500000.0,2026-03-19T13:00:00.363,2026-04-29T10:55:42.38,2026-04-30T08:09:03.31,,2026-03-19T14:12:00,1,Camiones de transporte,1.0,127310924.369,0.0,0.0,0.0,127310924.369
1052642-6-AG26,Póliza de seguro - 90 - Seguridad Publica compra ágil: 1052642-3-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,285714.0,19.0,54286.0,340000.0,2026-04-27T16:40:37.387,2026-04-29T12:34:09.01,2026-04-30T00:12:59.013,,2026-04-29T12:34:00,1,Seguro por responsabilidad civil,1.0,285714.0,0.0,0.0,0.0,0.0
1057055-740-SE26,SHV RES 2724 PAC MAYO 2026 SUMINISTRO DE MEDICAMENTO INSULINA HUMANA GLARGINA RECOMBINANTE LAPIZ PRECARGADO 100UIML 3ML CON EQUIPOS EN COMODATO DESDE 1057055-93-LR25,6,8,SE,CLP,1,4.8545454545454545,11,0.0,0.0,23550000.0,19.0,4474500.0,28024500.0,2026-04-28T17:08:50.96,2026-04-29T17:14:46.05,2026-04-30T08:10:10.51,,2026-04-28T17:11:00,1,Insulina,3000.0,7850.0,0.0,0.0,0.0,23550000.0
1057379-157-CM26,COMPRA VERDURA FRESCA -  ABRIL 2026 - HSAP,12,9,CM,CLP,1,5.0,8,0.0,0.0,2887362.0,19.0,0.0,2887362.0,2026-03-30T09:08:40.043,2026-03-30T10:19:45.757,2026-03-30T15:32:47.957,,2026-03-30T09:15:00,36,ACEITUNA NEGRA BOLSA 1 K UNIDAD V REGIÓN,7.0,4118.0,0.0,0.0,0.0,28826.0
1057379-157-CM26,COMPRA VERDURA FRESCA -  ABRIL 2026 - HSAP,12,9,CM,CLP,1,5.0,8,0.0,0.0,2887362.0,19.0,0.0,2887362.0,2026-03-30T09:08:40.043,2026-03-30T10:19:45.757,2026-03-30T15:32:47.957,,2026-03-30T09:15:00,36,ACELGA FRESCA CON RS GRANEL PAQUETE APROX. 1 K UNIDAD V REGIÓN,80.0,1235.0,0.0,0.0,0.0,98800.0
1057379-157-CM26,COMPRA VERDURA FRESCA -  ABRIL 2026 - HSAP,12,9,CM,CLP,1,5.0,8,0.0,0.0,2887362.0,19.0,0.0,2887362.0,2026-03-30T09:08:40.043,2026-03-30T10:19:45.757,2026-03-30T15:32:47.957,,2026-03-30T09:15:00,36,AJI DE COLOR EDRA MOLIDO BOLSA 15 G UNIDAD V REGIÓN,20.0,244.0,0.0,0.0,0.0,4880.0
1057379-157-CM26,COMPRA VERDURA FRESCA -  ABRIL 2026 - HSAP,12,9,CM,CLP,1,5.0,8,0.0,0.0,2887362.0,19.0,0.0,2887362.0,2026-03-30T09:08:40.043,2026-03-30T10:19:45.757,2026-03-30T15:32:47.957,,2026-03-30T09:15:00,36,AJO FRESCO CHINO UNIDAD V REGIÓN,80.0,186.0,0.0,0.0,0.0,14880.0
