Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1057417-11992-AG26,Sg Pmt Ag Nap Mant Sistema De Llamado De Pacientes Oftalmología Sol. Adq. N°423.349,6,Aceptada,CLP,4663866.0,5550001.0,Servicios Audio Visuales,1.0,4663866.0,0.0,2026-05-12T09:59:44.877,2026-05-23 12:01:33
1057439-3489-TD26,Orden De Compra Generada Por Trato Directo Id 1057439-564-Ftd26,6,Aceptada,CLP,318667.0,376008.0,Personal médico,1.0,318667.0,0.0,2026-05-19T08:42:10,2026-05-23 12:01:33
1075963-6799-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1075963-746-Cot26,6,Aceptada,CLP,5867330.0,6982123.0,Proyectos de equipamiento de oficinas,1.0,5867330.0,0.0,2026-05-22T10:50:55.107,2026-05-23 12:01:33
1113403-57-SE26,Servicios Profesionales Evaluaciones Medicas Pie - 2026,6,Aceptada,CLP,31129000.0,31129000.0,Servicios de consulta médica,1891.0,9000.0,17019000.0,2026-04-09T17:48:00.62,2026-05-23 12:01:33
1113403-57-SE26,Servicios Profesionales Evaluaciones Medicas Pie - 2026,6,Aceptada,CLP,31129000.0,31129000.0,Servicios de consulta médica,415.0,34000.0,14110000.0,2026-04-09T17:48:00.62,2026-05-23 12:01:33
1202511-188-SE26,Servicio De Camion Aljibe Comuna De Temuco Periodo Abril 2026 Camion Patente Jjdh-85 Desde Licitacion 1202511-10-Le25,6,Aceptada,CLP,3949580.0,4700000.0,Aljibes,1.0,3949580.0,3949580.0,2026-05-15T13:53:56.497,2026-05-23 12:01:33
1202511-255-SE26,Servicio De Camion Aljibe Comuna De Carahue Periodo Abril 2026 Camion Patente Tjcw-69 Desde Licitacion 1202511-10-Le25,6,Aceptada,CLP,4033613.0,4800000.0,Aljibes,1.0,4033613.44537,4033613.44537,2026-05-18T08:18:59.173,2026-05-23 12:01:33
1202511-256-SE26,Servicio De Camion Aljibe Comuna De Carahue Periodo Abril 2026 Camion Patente Vjvf-58 Desde Licitacion 1202511-10-Le25,6,Aceptada,CLP,4033613.0,4800000.0,Aljibes,1.0,4033613.44537,4033613.44537,2026-05-18T08:20:54.597,2026-05-23 12:01:33
1202511-261-SE26,Servicio De Camion Aljibe Comuna De Nva. Imperial Periodo Abril 2026 Camion Patente Rjtx-89 Desde Licitacion 1202511-10-Le25,6,Aceptada,CLP,3865546.0,4600000.0,Aljibes,1.0,3865546.0,3865546.0,2026-05-18T08:32:21.937,2026-05-23 12:01:33
1218393-178-AG26,Olla Parafina Y Parafina De Manos Para Terapia De Mano Prog. Rehabilitación Cev 1218393-66-Cot26,6,Aceptada,CLP,140000.0,166600.0,Baños terapéuticos de parafina o accesorios,1.0,60000.0,0.0,2026-05-20T10:02:30.237,2026-05-23 12:01:33
1218393-178-AG26,Olla Parafina Y Parafina De Manos Para Terapia De Mano Prog. Rehabilitación Cev 1218393-66-Cot26,6,Aceptada,CLP,140000.0,166600.0,Parafinas,20.0,4000.0,0.0,2026-05-20T10:02:30.237,2026-05-23 12:01:33
1248771-14-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1248771-3-Cot26,6,Aceptada,CLP,1050444.0,1250028.0,Marcadores deportivos,1.0,1050444.0,0.0,2026-04-27T10:01:38.303,2026-05-23 12:01:33
