Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Papel higiénico,400.0,550.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Servilletas de papel,50.0,420.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Toallas de papel,36.0,1690.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Toallas de papel,10.0,7990.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Bolsas de basura,30.0,650.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Guantes quirúrgicos,5.0,3390.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Mascarillas de oxígeno médicas o piezas,5.0,1500.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-152-AG26,Fi_ Adquisicion De Elementos Para La Comision Secretaria Del Casino Militar De Oficiales De La 4Ta Briaco Chorrillos Compra Ágil: 1000813-127-Cot26,12,Recepción Conforme,CLP,535690.0,637471.0,Guantes protectores,2.0,55000.0,0.0,2026-05-06T11:05:29.52,2026-05-21 14:16:01
1000813-174-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-174-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T08:03:15.543,2026-05-21 14:16:01
1000813-175-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.- Orden De Compra: 1000813-175-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T08:30:41.62,2026-05-21 14:16:01
1000813-176-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-176-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T08:58:30.75,2026-05-21 14:16:01
1000813-177-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-177-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T09:13:13.733,2026-05-21 14:16:01
1000813-178-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-178-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T09:31:07.91,2026-05-21 14:16:01
1000813-180-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-180-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T09:49:30.947,2026-05-21 14:16:01
1000813-182-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-182-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T10:06:21.117,2026-05-21 14:16:01
1000813-183-CM26,Lp_Adquisicion De Pasajes Despliegue Mzs.-Orden De Compra: 1000813-183-Cm26,6,Aceptada,CLP,599319.0,670626.0,PASAJE AÉREO NACIONAL,1.0,66591.0,66591.0,2026-05-18T10:21:14.07,2026-05-21 14:16:01
1002588-122-SE26,Capacitación Apoyo Al Aprendizaje Profundo O.C.Desde 1002588-42-Le26,6,Aceptada,CLP,5000000.0,5000000.0,Capacitación a empleados,1.0,5000000.0,5000000.0,2026-05-14T09:50:01.17,2026-05-21 14:16:01
