Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1000813-172-AG26,Lp_Adquisición De Parches Para El Personal De Slcs De La 4Ta Briaco - Compra Ágil: 1000813-158-Cot26,6,Aceptada,CLP,768260.0,914229.0,Banderas o accesorios,214.0,500.0,0.0,2026-05-15T09:26:12.983,2026-05-23 12:01:33
1000813-172-AG26,Lp_Adquisición De Parches Para El Personal De Slcs De La 4Ta Briaco - Compra Ágil: 1000813-158-Cot26,6,Aceptada,CLP,768260.0,914229.0,Banderas o accesorios,214.0,450.0,0.0,2026-05-15T09:26:12.983,2026-05-23 12:01:33
1000813-172-AG26,Lp_Adquisición De Parches Para El Personal De Slcs De La 4Ta Briaco - Compra Ágil: 1000813-158-Cot26,6,Aceptada,CLP,768260.0,914229.0,Banderas o accesorios,214.0,550.0,0.0,2026-05-15T09:26:12.983,2026-05-23 12:01:33
1000813-172-AG26,Lp_Adquisición De Parches Para El Personal De Slcs De La 4Ta Briaco - Compra Ágil: 1000813-158-Cot26,6,Aceptada,CLP,768260.0,914229.0,Banderas o accesorios,214.0,790.0,0.0,2026-05-15T09:26:12.983,2026-05-23 12:01:33
1000813-172-AG26,Lp_Adquisición De Parches Para El Personal De Slcs De La 4Ta Briaco - Compra Ágil: 1000813-158-Cot26,6,Aceptada,CLP,768260.0,914229.0,Banderas o accesorios,214.0,350.0,0.0,2026-05-15T09:26:12.983,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,ZAPALLO FRESCO CON RS CAMOTE GRANEL KILO APROX.UNIDAD XII REGIÓN,500.0,1443.0,721500.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,JUGO LIQUIDO LIVEAN SABOR PIÑA 200 CC SIXPACK UNIDAD XII REGIÓN,350.0,1946.0,681100.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,CEBOLLA FRESCA CON RS AMARILLA GRANEL 1 K APROX. UNIDAD XII REGIÓN,440.0,1050.0,462000.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,SALSA DE TOMATE CAROZZI BOLSA 1 K UNIDAD XII REGIÓN,150.0,3974.0,596100.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,PULPA CERDO CONGELADA SIN MARINAR BOLSA 1 K UNIDAD XII REGIÓN,800.0,4086.0,3268800.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,SALCHICHA SAN JORGE TRADICIONAL DISPLAY 1 K UNIDAD XII REGIÓN,150.0,5876.0,881400.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,"JAMON CERDO PF SANDWICH PIEZA 3,2 K UNIDAD XII REGIÓN",22.0,22039.0,484858.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,NARANJA CON RS VALENCIA GRANEL GRANDE KILO APROX. UNIDAD XII REGIÓN,800.0,1386.0,1108800.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,MANZANA FUJI LAVADA MEDIANA KILO APROX. XII REGIÓN,800.0,2430.0,1944000.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
1000813-86-CM26,"Lp_Adq, De Viveres Para El Rancho De Tropas De 4Ta. Briaco - Orden De Compra: 1000813-86-Cm26",12,Recepción Conforme,CLP,16780658.0,16780658.0,FILETE DE POLLO CONGELADO MARINADO BOLSA 1K UNIDAD XII REGIÓN,800.0,7194.0,5755200.0,2026-04-07T10:24:19.02,2026-05-23 12:01:33
