Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,HARINA SIN POLVOS COLISEO SACO 25 K UNIDAD XII REGIÓN,52.0,31926.0,1660152.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,FRUTA CONSERVA ACONCAGUA DURAZNO EN ALMIBAR MITADES TARRO 820 G UNIDAD XII REGIÓN,12.0,3330.0,39960.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,ACEITE MARAVILLA ALIACE BIDON 10 LTS UNIDAD XII REGIÓN,4.0,33286.0,133144.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,QUESO LAMINADO SOPROLE GOUDA DISPLAY 500 G UNIDAD XII REGIÓN,80.0,4860.0,388800.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,HUEVO EXTRA 61-68 GR COLOR 30 UNIDADES XII REGIÓN,24.0,7521.0,180504.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,POLVOS DE HORNEAR SANTA FRUTA PAQUETE 1 K UNIDAD XII REGIÓN,3.0,9078.0,27234.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,CEBOLLA FRESCA CON RS AMARILLA GRANEL 1 K APROX. UNIDAD XII REGIÓN,50.0,1049.0,52450.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,SAL COCINA BOLSA 1 K UNIDAD XII REGIÓN,16.0,606.0,9696.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,MANTECA CRUCINA BOLSA 1 K UNIDAD XII REGIÓN,50.0,3530.0,176500.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
1000813-155-CM26,Fi_ Adquisicion De Materias Primas Y Semielaboradas Para La Comision Panaderia De La 4Ta Briaco Chorrillos,12,Recepción Conforme,CLP,3390040.0,3390040.0,VACUNO MOLIDO 10% MATERIA GRASA BOLSA 1 K UNIDAD XII REGIÓN,100.0,7216.0,721600.0,2026-05-07T15:01:33.073,2026-05-22 13:33:33
