Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1000-7-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1000-4-Cot26,6,Aceptada,CLP,828000.0,985320.0,Parachoques para automóviles,1.0,828000.0,0.0,2026-05-06T12:54:45.877,2026-05-18 14:32:08
1002-171-SE26,Servicio De Movilizacion Pesaje Vialidad Regional,6,Aceptada,CLP,4536850.0,4536850.0,"Servicios de autobuses regulares, recorridos fijos",2927.0,1550.0,4536850.0,2026-05-07T15:22:37.343,2026-05-18 14:32:08
1002772-6209-AG26,"Circuito Respirador Sin Tapa Sin Linea De Presion Esteril,Id 1002772-1230-Cot26,(Ag,Emergencia Adulto,2204005003,Mmc)",6,Aceptada,CLP,1008000.0,1199520.0,Máscaras o filtros de respirador o accesorios,200.0,5040.0,0.0,2026-05-07T11:31:16.58,2026-05-18 14:32:08
1002772-6222-SE26,"Pack Cirugia Con Lente Torico Id: 1002772-66-Lr25 (Lc,Pab.Central,2204005003,Mtm)",6,Aceptada,CLP,29753450.0,35406606.0,Equipo de facoemulsificación o de extrusión o accesorios para cirugía oftálmica,50.0,595069.0,29753450.0,2026-05-07T15:14:36.783,2026-05-18 14:32:08
1006-94-SE26,"Servicio De Suministro De Combustible, Diesel",4,Enviada a Proveedor,CLP,1982675.0,1982675.0,Diesel,1.0,1982675.0,1982675.0,2026-05-07T09:06:37.45,2026-05-18 14:32:08
1008790-33-AG26,Arriendo De Vehículo (504066-71): 1008790-42-Cot26,12,Recepción Conforme,CLP,998888.0,1188677.0,Arriendo de vehículos,1.0,998888.0,0.0,2026-04-09T13:25:27.99,2026-05-18 14:32:08
1008790-48-AG26,Mantención Camioneta Mazda Año 2022 (503780-25): 1008790-69-Cot26,12,Recepción Conforme,CLP,342993.0,408162.0,Sistemas de control de la estabilidad del vehículo,1.0,342993.0,0.0,2026-04-28T14:42:26.417,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,ZAPALLO FRESCO ITALIANO EMBALADO KILO UNIDAD II REGIÓN,80.0,776.0,62080.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,COLIFLOR FRESCA ENTERA GRANEL APROX. 1 K APROX.UNIDAD II REGIÓN,80.0,1066.0,85280.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,BROCOLI FRESCO SIN LAVAR ENTERO APROX. 1 K UNIDAD II REGIÓN,80.0,1494.0,119520.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,PEPINO FRESCO ENSALADA EMBALADO APROX. 1 K UNIDAD II REGIÓN,80.0,854.0,68320.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,LECHUGA FRESCA ESCAROLA EMBALADA UNIDAD II REGIÓN,120.0,884.0,106080.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
1013609-56-CM26,Adquisición De Verduras Con Entrega Parcializada Para El Casino De Suboficiales,6,Aceptada,CLP,2985090.0,2985090.0,LIMON AMARILLO EMBALADO 1 K APROX.UNIDAD II REGIÓN,80.0,967.0,77360.0,2026-04-22T16:40:29.287,2026-05-18 14:32:08
