Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1000813-139-AG26,Lp_ Servicio De Mantenimiento Y Reparacion De Red De Alcantarillado Del Cuartel De Tropas Y Cuartel Patagonia Compra Ágil: 1000813-129-Cot26,4,Enviada a Proveedor,CLP,3142857.0,3740000.0,Tratamiento de aguas servidas,1.0,3142857.0,0.0,2026-04-27T11:18:08.343,2026-05-13 13:13:47
1002772-4640-SE26,"Balon Extraccion Multi 3V Desechable Id:1002772-111-Lq24 (Lc, Unidad De Procedimiento, 2204005003,Mmc)",6,Aceptada,CLP,2540000.0,3022600.0,Kits de accesorios para endoscopía,40.0,63500.0,2540000.0,2026-03-12T10:04:23.993,2026-05-13 13:13:47
1002772-5758-SE26,"Balon Extraccion Multi 3V Desechable Id:1002772-111-Lq24 (Lc, Unidad De Procedimiento, 2204005003,Apg)",6,Aceptada,CLP,3175000.0,3778250.0,Kits de accesorios para endoscopía,50.0,63500.0,3175000.0,2026-04-21T12:28:52.22,2026-05-13 13:13:47
1002772-5799-AG26,"Guante Quirurgico N° 7.0 Libre Latex Id 1002772-899-Cot26 (Ag,Transv,2204005003,Cbo)",6,Aceptada,CLP,1125000.0,1338750.0,Guantes quirúrgicos,3000.0,375.0,0.0,2026-04-21T16:57:40.123,2026-05-13 13:13:47
1002772-5949-SE26,"Bolsa Colostomia Una Pieza Adulto (1-10) Id: 1002772-105-Lr24 (Lc, Transversal, , 2204005003,Mmc)",4,Enviada a Proveedor,CLP,218400.0,259896.0,Bolsas de Ostomía,100.0,2184.0,218400.0,2026-04-28T10:11:45.363,2026-05-13 13:13:47
1002772-5976-AG26,"Asa Ginecologica Loop 1 X 1 Cm,Id 1002772-1160-Cot26,(Ag,Parto-Pabellon Y Preparto,2204005003,Mmc)",4,Enviada a Proveedor,CLP,1350000.0,1606500.0,Asas de luces quirúrgicas o tapas,150.0,9000.0,0.0,2026-04-28T11:14:40.21,2026-05-13 13:13:47
1002772-5979-AG26,"Electrodo Tipo Bolita Largo 5-Mm Reusable,Id 1002772-1162-Cot26,(Ag,Parto-Pábellon Y Preparto,2204005003,Mmc)",4,Enviada a Proveedor,CLP,1350000.0,1606500.0,Electrodos de electroterapia o accesorios,150.0,9000.0,0.0,2026-04-28T11:40:29.613,2026-05-13 13:13:47
1003473-1727-AG26,Prog Dental 04/26 Compra Ágil: 1003473-1590-Cot26,12,Recepción Conforme,CLP,3224520.0,3837179.0,Moldes dentales de laboratorio,100.0,620.0,0.0,2026-04-01T08:51:48.287,2026-05-13 13:13:47
1003473-1727-AG26,Prog Dental 04/26 Compra Ágil: 1003473-1590-Cot26,12,Recepción Conforme,CLP,3224520.0,3837179.0,Moldes dentales de laboratorio,40.0,620.0,0.0,2026-04-01T08:51:48.287,2026-05-13 13:13:47
1003473-1727-AG26,Prog Dental 04/26 Compra Ágil: 1003473-1590-Cot26,12,Recepción Conforme,CLP,3224520.0,3837179.0,Moldes dentales de laboratorio,100.0,2354.0,0.0,2026-04-01T08:51:48.287,2026-05-13 13:13:47
1003473-1727-AG26,Prog Dental 04/26 Compra Ágil: 1003473-1590-Cot26,12,Recepción Conforme,CLP,3224520.0,3837179.0,Moldes dentales de laboratorio,250.0,2354.0,0.0,2026-04-01T08:51:48.287,2026-05-13 13:13:47
1003473-1727-AG26,Prog Dental 04/26 Compra Ágil: 1003473-1590-Cot26,12,Recepción Conforme,CLP,3224520.0,3837179.0,Moldes dentales de laboratorio,80.0,2354.0,0.0,2026-04-01T08:51:48.287,2026-05-13 13:13:47
1003473-1734-CM26,Prog. Curacion Abril 2026,12,Recepción Conforme,CLP,1738620.0,2068958.0,APÓSITO MEDVANCE ESPUMA DE POLIURETANO PARA SACRO 18 X 18 CM CAJA 5 UNIDADES,60.0,28977.0,1738620.0,2026-04-01T11:04:14.35,2026-05-13 13:13:47
1003473-1774-AG26,Prog. Pabellon: Abril 2026 / Aguja Punta Lapiz 27X3.5 A Compra Ágil: 1003473-1582-Cot26,12,Recepción Conforme,CLP,2125000.0,2528750.0,Agujas hipodérmicas,500.0,4250.0,0.0,2026-04-06T12:22:47.08,2026-05-13 13:13:47
