Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1020-99-AG26,"Servicio De Limpieza De Vidrios, Caja Escala Morandé 59, Edificio Central Mop.",6,Aceptada,CLP,1334000.0,1587460.0,Servicios de limpieza de edificios,1.0,1334000.0,0.0,2026-04-08T14:00:54.143,2026-05-11 13:49:25
1036811-2-AG26,Senda Ñuble_Servicio De Internet Adicional De Fibra Óptica_12 Meses/Orden De Compra Generada Por Invitación A Compra Ágil: 1036811-2-Cot26,6,Aceptada,CLP,324000.0,385560.0,Proveedores de servicio de Internet (ISP),12.0,27000.0,0.0,2026-05-06T16:56:50.18,2026-05-11 13:49:25
1057474-88-AG26,Sillas Ergonómicas Para Informática Y Recursos Físicos Del Ssmn,6,Aceptada,CLP,2325000.0,2766750.0,Sillas para trabajar,25.0,93000.0,0.0,2026-05-05T11:21:05.133,2026-05-11 13:49:25
1057532-91-AG26,F2-472-Bmc-Dosimetros Para Trabajadores Sso,12,Recepción Conforme,CLP,672000.0,672000.0,Sistemas de dosimetría de patrón secundario,12.0,56000.0,0.0,2026-01-20T15:15:25.93,2026-05-11 13:49:25
1134432-574-AG25,Arriendo De Impresora De Gran Formato Para Dirección De Obras Municipales Orden De Compra Generada Por Invitación A Compra Ágil: 1134432-601-Cot25,12,Recepción Conforme,CLP,2580000.0,3070200.0,Impresoras de chorro de tinta,12.0,215000.0,0.0,2025-10-24T18:02:47.507,2026-05-11 13:49:25
1170507-731-SE25,"903: Contratación Del Servicio De Arriendo De Enfriadores De Aire Que Serán Utilizados En Periodo De 5 Meses Del Año 2025 Y 2026, Desde Licit Id 1170507-13-Le25 (Ud_18/Lp/1200/2409002/512/Aps)",12,Recepción Conforme,CLP,14100000.0,16779000.0,Enfriadores por evaporación,1.0,14100000.0,14100000.0,2025-11-24T12:32:00.55,2026-05-11 13:49:25
1237328-200-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1237328-61-Cot26 / Lector De Huellas Dactilares / Cgr N° 2720260031,6,Aceptada,CLP,1100000.0,1309000.0,Equipo para huellas dactilares,20.0,55000.0,0.0,2026-05-06T07:13:49.01,2026-05-11 13:49:25
1330174-20-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1330174-19-Cot26,6,Aceptada,CLP,330000.0,392700.0,Servicios de flete,1.0,330000.0,0.0,2026-05-04T12:04:29.9,2026-05-11 13:49:25
1417913-304-AG26,Servicio De Producción Y Ejecución De Celebración Del Día Del Trabajador Y La Trabajadora Del Bienestar Aps 2026 1417913-108-Cot26,6,Aceptada,CLP,2521008.0,3000000.0,Producción de eventos,1.0,2521008.0,0.0,2026-04-30T15:12:13.07,2026-05-11 13:49:25
2026-417-SE24,Orden De Compra Desde 2026-11-Lq24,12,Recepción Conforme,CLP,143095200.0,170283288.0,Servicios de mantenimiento de patios y piscinas,1.0,143095200.0,143095200.0,2024-04-29T15:24:01,2026-05-11 13:49:25
